,SwisNo,UnitNo,SiteName,CountyID,County,Operator,Location,PlaceName,Zip,EnforAgent,Owner,Category,Activity,RegStatus,OpStatus,Latitude,Longitude,SiteID,UnitID
224,33-AA-0339,1,Beaumont Maintenance Yard,33,Riverside,Riverside County Transportation Dep.,10-901 Hannon Rd.,Beaumont                                ,92223,County of Riverside,Riverside County Transportation Dept.,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.96467,-117.00549,11178,11718
227,19-AA-0802,1,Bel Air Street Maintenance Dist Yard    ,19,Los Angeles,City Of Los Angeles Bur Of Street Maint ,11165 Missouri Avenue                   ,Los Angeles (City)                      ,90025,City of Los Angeles,City Of Los Angeles Bur Of Street Maint ,Transfer/Processing,Medium Volume Transfer/Proc Fac    ,Permitted                          ,Active,34.04392,-118.44288,1456,1484
228,19-AK-0001,1,Bel-Art Waste Transfer Station,19,Los Angeles,Consolidated Disposal Services L.L.C.   ,2501 East 68th Street,Long Beach                              ,90805,County of Los Angeles,Consolidated Disposal Services L.L.C.   ,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,33.87827,-118.16313999999998,1759,1790
232,30-AB-0440,1,Bellis Park Yard - LVT Op.,30,Orange,City of Buena Park,7171 Eight Street,Buena Park                              ,90620,County of Orange                        ,City of Buena Park,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.86756,-118.0099,10894,11359
235,36-AA-0485,1,"Bemus Landscape, Inc.",36,San Bernardino,"Bemus Landscape, Inc.",8005 Pine Ave.,Chino                                   ,91708,County of San Bernardino                ,Chino Holding Co.,Composting,Composting Operation (Green Waste) ,Notification                       ,Active,33.95527,-117.62931999999999,11368,11973
237,44-AA-0009,1,Ben Lomond LF  Wood Waste Chipping Op.,44,Santa Cruz,County of Santa Cruz,9835 Newell Creek Road,Ben Lomond                              ,95005,CalRecycle Enforcement Agency,County of Santa Cruz,Composting,Composting Operation (Green Waste) ,Notification                       ,Active,37.093959999999996,-122.07751999999999,10314,10501
239,44-AA-0005,1,Ben Lomond Transfer Station,44,Santa Cruz,County Of Santa Cruz,9835 Newell Creek Road,Ben Lomond                              ,95005,CalRecycle Enforcement Agency,County Of Santa Cruz,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,37.09539,-122.07826999999999,4394,4457
241,37-AA-0985,1,Benchmark Landscape- Poway Branch,37,San Diego,Benchmark Landscape- Poway Branch,12575 Stowe Dr.,Poway                                   ,92064,County of San Diego                     ,Benchmark Pomerado LLC,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,32.94202,-117.05028999999999,11286,11866
242,37-AA-0986,1,Benchmark Landscape- San Marcos,37,San Diego,Benchmark Landscape- San Marcos Branch,145 N. Pacific St.,San Marcos                              ,92069,County of San Diego                     ,Benchmark Landscape LLC,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.1478,-117.1919,11287,11867
243,37-AA-0987,1,Benchmark Landscape- Spring Valley,37,San Diego,Benchmark Landscape- Spring Valley,3763 Bancroft Dr.,Spring Valley                           ,91977,County of San Diego                     ,Benchmark Landscape LLC,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,32.8758,-117.0153,11288,11868
244,36-AA-0470,1,Beneficial Ag. Services,36,San Bernardino,Beneficial Ag. Services,8271 Chino Ave.,Ontario                                 ,91761,County of San Bernardino                ,Mt. Zion Baptist Church,Composting,Composting Operation (Green Waste) ,Notification                       ,Active,34.01133,-117.62581000000002,11188,11727
248,26-AA-0004,1,Benton Crossing Landfill,26,Mono,County Of Mono,899 Pit Road / off  Owens River Rd.,Whitmore Hot Springs                    ,93512,County of Mono,City Of Los Angeles Dept Of W&P/Realeste,Disposal,Solid Waste Landfill,Permitted                          ,Active,37.68748,-118.78128000000001,2452,2484
251,26-AA-0011,1,Benton Transfer Station,26,Mono,County Of Mono,400 Christie Lane,Benton                                  ,93512,County of Mono,County Of Mono,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,37.81825,-118.4686,2459,2491
257,50-AA-0013,1,Bertolotti Transfer & Recycling Center,50,Stanislaus,Bertolotti Transfer & Recycling,231 Flamingo Drive,Modesto                                 ,95358,CalRecycle Enforcement Agency,B & B Enterprises,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,37.598,-120.9908,4766,4841
259,43-AN-0014,1,BFI`s Recyclery,43,Santa Clara,International Disposal Corporation,1601 Dixon Landing Road,San Jose                                ,94538,City of San Jose                        ,"Allied Waste Industries, Inc.",Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,37.4547,-121.92299999999999,4353,4416
260,43-AN-0014,1,BFI`s Recyclery,43,Santa Clara,International Disposal Corporation,1601 Dixon Landing Road,San Jose                                ,94538,City of San Jose                        ,Browning-Ferris Industries              ,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,37.4547,-121.92299999999999,4353,4416
261,43-AN-0014,1,BFI`s Recyclery,43,Santa Clara,International Disposal Corporation,1601 Dixon Landing Road,San Jose                                ,94538,City of San Jose                        ,International Disposal Corporation,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,37.4547,-121.92299999999999,4353,4416
263,18-AA-0021,1,Bieber Small Volume Transfer Station,18,Lassen,Lassen Regional Solid Waste Mgmt. Author,1/2 Mi N/O Bieber On County Road 415,Bieber                                  ,96009,County of Lassen,County Of Lassen Public Works Dept,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,41.13028,-121.14306,1310,1328
265,53-AA-0017,1,Big Bar Transfer Station,53,Trinity,County Of Trinity,County Road 470,Big Bar                                 ,96010,County of Trinity,County Of Trinity,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,40.7375,-123.25768000000001,4919,5002
266,36-AA-0454,1,Big Bear Disposal Medium Volume C&D,36,San Bernardino,"Big Bear Disposal, Inc.",520 W North Shore Drive,Big Bear City                           ,92315,County of San Bernardino                ,Fred M. Ransom,Transfer/Processing,Medium Vol CDI Debris Proc. Fac.,Permitted                          ,Active,34.266059999999996,-116.85361999999999,11009,11513
267,36-AA-0455,1,Big Bear Disposal Medium Volume T/P Fac.,36,San Bernardino,"Big Bear Disposal, Inc.",520 W. North Shore Drive,Big Bear City                           ,92315,County of San Bernardino                ,Fred M. Ransom,Transfer/Processing,Medium Volume Transfer/Proc Fac    ,Permitted                          ,Active,34.266059999999996,-116.85361999999999,11010,11514
269,36-AA-0417,2,Big Bear Transfer Station,36,San Bernardino,County of San Bernardino S.W. Mgt Div,Holcomb Valley Rd 1.5 Miles N of  Hwy 18,Big Bear City                           ,92314,County of San Bernardino                ,County of San Bernardino S.W. Mgt Div,Composting,Chipping and Grinding Activity Fac./ Op.,Permitted                          ,Active,34.30525,-116.82212,3469,11077
270,36-AA-0417,1,Big Bear Transfer Station,36,San Bernardino,County of San Bernardino S.W. Mgt Div,Holcomb Valley Rd 1.5 Miles N of  Hwy 18,Big Bear City                           ,92314,County of San Bernardino                ,County of San Bernardino S.W. Mgt Div,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,34.30525,-116.82212,3469,10031
274,38-AA-0018,1,Big for Hauling and Demolitions,38,San Francisco,Big for Hauling and Demolitions,51 Napoleon St.,San Francisco                           ,94124,County of San Francisco                 ,"1940 Evans, LLC",Transfer/Processing,Small Vol CDI Debris Proc. Operation,Notification                       ,Active,37.74792,-122.39465,11204,11754
276,55-AA-0011,1,Big Oak Flat Transfer Station,55,Tuolumne,County Of Tuolumne Dept Of Public Works,2mi SE of Big Oak Flat-End Of Merrill Rd,Groveland                               ,95370,County of Tuolumne,County Of Tuolumne                      ,Transfer/Processing,Medium Volume Transfer/Proc Fac    ,Permitted                          ,Active,37.8134,-120.22571,5067,5151
278,14-AA-0024,1,Big Pine Transfer Station               ,14,Inyo,County of Inyo Integrated Waste Mgt.,1 Mile West Hwy 395 On Big Pine Dump Rd ,Big Pine                                ,93513,County of Inyo                          ,City Of Los Angeles Dept Water & Power,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,37.147529999999996,-118.28891000000002,893,902
280,12-AA-0126,1,Bigfoot Castings,12,Humboldt,Tom McKnight,41865 State Highway 299,Willow Creek                            ,95573,County of Humboldt,"Tom, JoAnn and Scott McKnight",Composting,Composting Operation (Green Waste) ,Notification                       ,Active,40.90457,-123.60925,11270,11839
283,24-AA-0029,1,Billy Wright Composting Facility,24,Merced,Merced County Regional Waste Management,17173 Billy Wright Road,Los Banos                               ,93522,County of Merced,Merced County Reg. Waste Mgt. Authority,Composting,Composting Facility (Green Waste)  ,Notification                       ,Active,37.04268,-120.96817,10220,10323
284,24-AA-0002,1,Billy Wright Disposal Site,24,Merced,Merced County Regional Waste Management,17173 Billy Wright Road,Los Banos                               ,93522,County of Merced,Merced County Reg. Waste Mgt. Authority,Disposal,Solid Waste Landfill,Permitted                          ,Active,37.03949,-120.97235,2348,2379
286,01-AA-0317,1,"Bio Fuels System, Inc. (Altamont Pass)",1,Alameda,Bio Fuels Systems,10840 Altamont Pass Rd.,Livermore                               ,94550,County of Alameda,Waste Management of Alamenda County,Composting,Chipping and Grinding Activity Fac./ Op.,Notification                       ,Active,37.7526,-121.35115,11390,11996
287,01-AA-0311,1,Bio Fuels Systems,1,Alameda,Bio Fuels Systems,110 N. Greenville Rd.,Livermore                               ,94550,County of Alameda,County of Alameda Public Works Agency,Composting,Chipping and Grinding Activity Fac./ Op.,Notification                       ,Active,37.7022,-121.69651999999999,11330,11924
288,52-AA-0024,1,Bio Industries,52,Tehama,"Ben's Truck & Equipment, Inc.           ",Callahan Road (End Of),Red Bluff                               ,96080,County of Tehama                        ,"Ben's Truck & Equipment, Inc.           ",Transfer/Processing,Non-Haz. Petro. Contam. Soil,Permitted                          ,Active,40.18282,-122.30293,4869,4951
291,14-AA-0005,1,Bishop Sunland Solid Waste Site,14,Inyo,County of Inyo Integrated Waste Mgt.,110 Sunland Reservation Road,Bishop                                  ,93514,County of Inyo                          ,City Of Los Angeles Dept Water & Power,Disposal,Solid Waste Landfill,Permitted                          ,Active,37.329609999999995,-118.40007,876,885
296,47-AA-0056,1,Black Butte Transfer Station (MVTS),47,Siskiyou,County Of Siskiyou General Services,Springhill Road 0.5 Mi. N Abrams Lake Rd,Mount Shasta                            ,96067,County of Siskiyou,County Of Siskiyou General Services,Transfer/Processing,Medium Volume Transfer/Proc Fac    ,Permitted                          ,Active,41.35111,-122.33778000000001,10113,10163
301,12-AA-0002,1,Blocksburg Container Site,12,Humboldt,Eel River Disposal Inc.,Alderpoint Rd; 2 Mi Se Blocksburg,Blocksburg                              ,95514,County of Humboldt,County Of Humboldt Dept Of Public Works,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,40.270559999999996,-123.62528,679,688
303,41-AA-0185,1,Blue Line MRF And TS,41,San Mateo,"Blue Line Transfer, Inc.                ",500 East Jamie Court,South San Francisco                     ,94080,County of San Mateo                     ,"Blue Line Transfer, Inc.                ",Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,37.64905,-122.38252,4197,4251
304,55-AA-0012,1,Blue Mountain Minerals,55,Tuolumne,,24599 Marble Quarry Road,Columbia                                ,95310,County of Tuolumne,Blue Mountain Minerals                  ,Disposal,Solid Waste Landfill,Exempt                             ,Active,38.07072,-120.42653999999999,5068,5152
307,33-AA-0017,1,Blythe Sanitary Landfill,33,Riverside,County Of Riverside Waste Mgmt Dept,1000 Midland Rd,Blythe                                  ,92225,County of Riverside,County Of Riverside Waste Mgmt Dept,Disposal,Solid Waste Landfill,Permitted                          ,Active,33.70478,-114.62673000000001,2942,2974
